text,label
Huge sale! Get 50%% off on laptop! Shop now at http://example.com.,spam
"Dear Jane,

You have a pending renewal for software suite. Please visit https://www.google.com to update your payment information.",legitimate
Congratulations! You've won a cash prize of $500. Contact us at promo@example.com to claim your prize.,spam
"Congratulations! You've won a cash prize of $50,000. Contact us at promo@example.com to claim your prize.",spam
"Hi Alex,

Your order for laptop has been confirmed and is being processed.",legitimate
Unlock the secrets to rapid weight loss! Learn more at http://example.com.,spam
Congratulations! You've won a free vacation to Hawaii. Click here to claim your prize.,spam
You're the lucky winner of the Powerball lottery! Claim your prize now by visiting http://example.com.,spam
Get access to exclusive content! Sign up now at http://example.com.,spam
You're the lucky winner of the MegaMillions lottery! Claim your prize now by visiting http://example.com.,spam
Congratulations! You've won a free vacation to Maldives. Click here to claim your prize.,spam
You've been selected for a special offer! Buy phone now and get a 30% discount.,spam
"Hi Alex,

Your hotel reservation at Hawaii has been confirmed. Check-in is at 3:00 PM.",legitimate
"Hi John,

Your appointment with Dr. Jones is set for April 24 at 9:00 AM. Please let us know if you have any questions.",legitimate
"Hello Emily,

Your account balance is $500.00. If you have any questions, please let us know.",legitimate
Congratulations! You've won a free vacation to New York. Click here to claim your prize.,spam
You've won a lottery! Claim your prize by sending your details to spammer@example.com.,spam
Get high returns on your investment! Learn how at http://example.com.,spam
"Dear Jane,

Your recent order for phone will arrive on April 24. Thank you for shopping with us!",legitimate
"Hello Jane,

I wanted to follow up on our conversation. Can we schedule a time to discuss this further?",legitimate
"Dear Michael,

You have a pending renewal for newsletter. Please visit https://www.ibm.com to update your payment information.",legitimate
"Hi Emily,

Your flight reservation for Hawaii on April 24 is confirmed.",legitimate
"Dear Alex,

Thank you for your support. We appreciate your business.",legitimate
Congratulations! You've won a cash prize of $500. Contact us at spammer@example.com to claim your prize.,spam
"Dear Michael,

Just wanted to catch up and see how things are going on your end.",legitimate
"Hello Emily,

Thank you for your application. We'll get back to you shortly.",legitimate
"Dear Emily,

You have a pending renewal for gaming subscription. Please visit https://www.amazon.com to update your payment information.",legitimate
"Dear Michael,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
"Hi John,

Your feedback helps us improve. Please rate our service at https://www.ibm.com.",legitimate
Huge sale! Get 50%% off on headphones! Shop now at http://offers.com.,spam
Your subscription will renew on May 10. Update your payment information at http://offers.com.,spam
"Dear John,

You have a pending renewal for cloud storage. Please visit https://www.microsoft.com to update your payment information.",legitimate
You're the lucky winner of the MegaMillions lottery! Claim your prize now by visiting http://example.com.,spam
"Dear Michael,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
"Dear Alex,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
Your computer is infected! Call our helpline at 123-456-7890 for immediate assistance.,spam
"Dear Emily,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
"Hi John,

Let's schedule a meeting for July 15. Let me know if that works for you.",legitimate
"Hi Alex,

Your flight reservation for Maldives on June 1 is confirmed.",legitimate
You're the lucky winner of the Powerball lottery! Claim your prize now by visiting http://example.com.,spam
"Hi Jane,

Your appointment with Dr. Jones is set for July 15 at 5:00 PM. Please let us know if you have any questions.",legitimate
"Exclusive offer just for you! Buy one smartwatch, get one free! Click [here](http://example.com) to redeem.",spam
"Hi Alex,

Your hotel reservation at Tokyo has been confirmed. Check-in is at 9:00 AM.",legitimate
"Dear Michael,

Your order for phone has been shipped. Track your package with the tracking number 123456.",legitimate
"Dear Michael,

You have a pending renewal for software suite. Please visit https://www.amazon.com to update your payment information.",legitimate
"Dear John,

You have a pending renewal for gaming subscription. Please visit https://www.amazon.com to update your payment information.",legitimate
Get high returns on your investment! Learn how at http://offers.com.,spam
"Hello Jane,

Your subscription will renew on April 24. If you have any questions, please contact us.",legitimate
"Hi John,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
"Dear Michael,

Your recent order for phone will arrive on July 15. Thank you for shopping with us!",legitimate
"Hello Alex,

Your subscription will renew on April 24. If you have any questions, please contact us.",legitimate
"Earn $10,000/hour working from home! Apply now at http://example.com.",spam
Exclusive investment opportunity! Double your money in 2 years. Visit http://promo.com for details.,spam
"Hi Michael,

Your hotel reservation at Hawaii has been confirmed. Check-in is at 11:00 AM.",legitimate
Get a loan at an unbeatable interest rate! Visit http://offers.com for more information.,spam
Immediate action required! Update your payment information at [this link](http://offers.com) to avoid account suspension.,spam
Get a loan at an unbeatable interest rate! Visit http://offers.com for more information.,spam
"Earn $50,000/hour working from home! Apply now at http://offers.com.",spam
Get a loan at an unbeatable interest rate! Visit http://example.com for more information.,spam
Get the best deal! Renew your subscription now at http://offers.com for exclusive benefits.,spam
Earn money from home! Learn how at http://promo.com.,spam
Congratulations! You've won a free vacation to Tokyo. Click here to claim your prize.,spam
Exclusive investment opportunity! Double your money in 1 year. Visit http://offers.com for details.,spam
Unlock the secrets to rapid weight loss! Learn more at http://promo.com.,spam
"Hello Emily,

Your subscription will renew on August 5. If you have any questions, please contact us.",legitimate
"Congratulations! You've won a cash prize of $5,000. Contact us at promo@example.com to claim your prize.",spam
"Congratulations! You've won a cash prize of $5,000. Contact us at offers@example.com to claim your prize.",spam
"Receipt of payment received for camera. For more details, click [here](http://offers.com).",spam
You're the lucky winner of the EuroMillions lottery! Claim your prize now by visiting http://offers.com.,spam
Huge sale! Get smartwatch for a special price at http://offers.com.,spam
"Exclusive offer just for you! Buy one phone, get one free! Click [here](http://offers.com) to redeem.",spam
"Dear John,

Your order for camera has been shipped. Track your package with the tracking number 293021.",legitimate
Huge sale! Get laptop for a special price at http://offers.com.,spam
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://promo.com.,spam
"Dear Alex,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
Earn money from home! Learn how at http://offers.com.,spam
Unlock the secrets to rapid weight loss! Learn more at http://promo.com.,spam
You've been selected for a special offer! Buy phone now and get a 30% discount.,spam
"Dear John,

Just wanted to catch up and see how things are going on your end.",legitimate
Congratulations! You've won a cash prize of $500. Contact us at promo@example.com to claim your prize.,spam
You're the lucky winner of the Powerball lottery! Claim your prize now by visiting http://example.com.,spam
Unlock the secrets to rapid weight loss! Learn more at http://offers.com.,spam
Exclusive investment opportunity! Double your money in 3 months. Visit http://example.com for details.,spam
"Get approved for a loan up to $5,000 with a low interest rate! Apply today at http://offers.com.",spam
Get access to exclusive content! Sign up now at http://offers.com.,spam
"Dear Emily,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
"Dear Emily,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
"Hello Jane,

I wanted to follow up on our conversation. Can we schedule a time to discuss this further?",legitimate
Your subscription will renew on April 24. Update your payment information at http://promo.com.,spam
"Hi John,

Your appointment for August 5 has been confirmed. Please let us know if you need to reschedule.",legitimate
Your loan application has been approved! Click [here](http://example.com) to finalize the process.,spam
"Hello Alex,

Your account balance is $1,000.00. If you have any questions, please let us know.",legitimate
"Your invoice for $50,000 is attached. Please pay by August 5 to avoid late fees.",spam
You've been selected for a special offer! Buy headphones now and get a 20% discount.,spam
You're the lucky winner of the MegaMillions lottery! Claim your prize now by visiting http://promo.com.,spam
"Dear Michael,

Your recent order for phone will arrive on July 15. Thank you for shopping with us!",legitimate
"Hello Emily,

Thank you for your application. We'll get back to you shortly.",legitimate
"Hi John,

Your feedback helps us improve. Please rate our service at https://www.amazon.com.",legitimate
"Hi Michael,

Your appointment for August 5 has been confirmed. Please let us know if you need to reschedule.",legitimate
"Hi Emily,

Your hotel reservation at Maldives has been confirmed. Check-in is at 5:00 PM.",legitimate
Your loan application has been approved! Click [here](http://offers.com) to finalize the process.,spam
"Hello Emily,

Your subscription will renew on June 1. If you have any questions, please contact us.",legitimate
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://offers.com.,spam
"Hi Michael,

Let's schedule a meeting for June 1. Let me know if that works for you.",legitimate
"Hi Jane,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
"Hello Jane,

Your subscription will renew on June 1. If you have any questions, please contact us.",legitimate
"Hi Jane,

Your hotel reservation at Hawaii has been confirmed. Check-in is at 11:00 AM.",legitimate
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://offers.com.,spam
Your subscription will renew on May 10. Update your payment information at http://promo.com.,spam
Congratulations! You've won a cash prize of $500. Contact us at promo@example.com to claim your prize.,spam
Immediate action required! Update your payment information at [this link](http://promo.com) to avoid account suspension.,spam
Get the best deal! Renew your subscription now at http://promo.com for exclusive benefits.,spam
"Dear John,

Your order for headphones has been shipped. Track your package with the tracking number 789012.",legitimate
"Hello Emily,

Your subscription will renew on June 1. If you have any questions, please contact us.",legitimate
"Dear Alex,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
Get the best deal! Renew your subscription now at http://offers.com for exclusive benefits.,spam
Your subscription will renew on July 15. Update your payment information at http://offers.com.,spam
Congratulations! You've won a free vacation to Tokyo. Click here to claim your prize.,spam
Discover the key to anti-aging! Order your trial kit now from http://example.com.,spam
"Hi Michael,

Your subscription to VPN will end on May 10. Renew now to continue enjoying our services!",legitimate
"Hello Alex,

Your subscription will renew on June 1. If you have any questions, please contact us.",legitimate
"Hi Alex,

Let's schedule a meeting for August 5. Let me know if that works for you.",legitimate
"Hello Alex,

Your subscription will renew on April 24. If you have any questions, please contact us.",legitimate
"Dear Alex,

Thank you for your support. We appreciate your business.",legitimate
"Hi Michael,

Let's schedule a meeting for June 1. Let me know if that works for you.",legitimate
Congratulations! You've won a cash prize of $500. Contact us at promo@example.com to claim your prize.,spam
Congratulations! You've won a free vacation to Hawaii. Click here to claim your prize.,spam
Your computer is infected! Call our helpline at 123-456-7890 for immediate assistance.,spam
"Your invoice for $50,000 is attached. Please pay by August 5 to avoid late fees.",spam
"Hello Michael,

We value your opinion! Please take a moment to fill out our survey on product quality.",legitimate
Your subscription will renew on June 1. Update your payment information at http://example.com.,spam
"Dear Jane,

Your recent order for phone will arrive on April 24. Thank you for shopping with us!",legitimate
"Receipt of payment received for headphones. For more details, click [here](http://offers.com).",spam
"Hi Emily,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://example.com.,spam
Earn money from home! Learn how at http://promo.com.,spam
"Dear Jane,

Your recent order for phone will arrive on June 1. Thank you for shopping with us!",legitimate
Alert! Suspicious activity detected in your account. Please verify your account information by clicking [here](http://offers.com).,spam
"Receipt of payment received for phone. For more details, click [here](http://offers.com).",spam
"Dear Alex,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
"Exclusive offer just for you! Buy one laptop, get one free! Click [here](http://promo.com) to redeem.",spam
"Hello Alex,

We value your opinion! Please take a moment to fill out our survey on shipping and delivery.",legitimate
"Hi Jane,

Your flight reservation for Paris on April 24 is confirmed.",legitimate
Congratulations! You've won a free vacation to Paris. Click here to claim your prize.,spam
Discover the key to anti-aging! Order your trial kit now from http://example.com.,spam
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://offers.com.,spam
"Dear Emily,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
Discover the key to anti-aging! Order your trial kit now from http://example.com.,spam
You're the lucky winner of the SuperLotto lottery! Claim your prize now by visiting http://offers.com.,spam
Your loan application has been approved! Click [here](http://offers.com) to finalize the process.,spam
"Hi Emily,

Let's schedule a meeting for August 5. Let me know if that works for you.",legitimate
"Your invoice for $1,000 is attached. Please pay by August 5 to avoid late fees.",spam
You're the lucky winner of the Powerball lottery! Claim your prize now by visiting http://example.com.,spam
"Hi Alex,

Your appointment for April 24 has been confirmed. Please let us know if you need to reschedule.",legitimate
"Hi Emily,

Your feedback helps us improve. Please rate our service at https://www.apple.com.",legitimate
"Hi Jane,

Your hotel reservation at New York has been confirmed. Check-in is at 5:00 PM.",legitimate
"Hi Jane,

Hope your week is going well! Let me know if you have any updates to share.",legitimate
Huge sale! Get 50%% off on headphones! Shop now at http://example.com.,spam
Unlock the secrets to rapid weight loss! Learn more at http://promo.com.,spam
"Hi Emily,

Hope your week is going well! Let me know if you have any updates to share.",legitimate
"Hello John,

Your meeting with Michael is scheduled for May 10 at 9:00 AM.",legitimate
Unlock the secrets to rapid weight loss! Learn more at http://example.com.,spam
"Hello Alex,

Your meeting with Emily is scheduled for June 1 at 3:00 PM.",legitimate
You've been selected for a special offer! Buy headphones now and get a 20% discount.,spam
Get a loan at an unbeatable interest rate! Visit http://promo.com for more information.,spam
Huge sale! Get 50%% off on smartwatch! Shop now at http://promo.com.,spam
Get approved for a loan up to $500 with a low interest rate! Apply today at http://example.com.,spam
"Exclusive offer just for you! Buy one laptop, get one free! Click [here](http://promo.com) to redeem.",spam
"Dear Michael,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
"Hi Alex,

Your appointment with Dr. Chen is set for August 5 at 5:00 PM. Please let us know if you have any questions.",legitimate
Get a loan at an unbeatable interest rate! Visit http://example.com for more information.,spam
You've won a lottery! Claim your prize by sending your details to promo@example.com.,spam
Immediate job openings available! No experience required. Visit http://promo.com to apply.,spam
Your account has been compromised! Reset your password at http://promo.com.,spam
Your loan application has been approved! Click [here](http://promo.com) to finalize the process.,spam
Immediate job openings available! No experience required. Visit http://offers.com to apply.,spam
Limited-time offer: Get laptop for $19.99! Visit http://example.com to buy now.,spam
"Hi Jane,

Your hotel reservation at Tokyo has been confirmed. Check-in is at 3:00 PM.",legitimate
System alert! Your account has been compromised. Secure it now at http://offers.com.,spam
"Hi Emily,

Your appointment for July 15 has been confirmed. Please let us know if you need to reschedule.",legitimate
Earn money from home! Learn how at http://example.com.,spam
"Dear John,

You have a pending renewal for streaming service. Please visit https://www.ibm.com to update your payment information.",legitimate
Immediate action required! Update your payment information at [this link](http://promo.com) to avoid account suspension.,spam
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://example.com.,spam
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://promo.com.,spam
"Hello Jane,

I wanted to follow up on our conversation. Can we schedule a time to discuss this further?",legitimate
"Hi John,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
"Earn $5,000/hour working from home! Apply now at http://offers.com.",spam
"Dear Jane,

Your flight to New York has been rescheduled. Your new departure date is July 15.",legitimate
Huge sale! Get smartwatch for a special price at http://offers.com.,spam
"Hi Alex,

Your hotel reservation at Paris has been confirmed. Check-in is at 9:00 AM.",legitimate
You've won a lottery! Claim your prize by sending your details to spammer@example.com.,spam
"Hi Michael,

Let's schedule a meeting for June 1. Let me know if that works for you.",legitimate
Your invoice for $500 is attached. Please pay by June 1 to avoid late fees.,spam
Discover the key to anti-aging! Order your trial kit now from http://offers.com.,spam
"Hi Alex,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
Immediate action required! Update your payment information at [this link](http://offers.com) to avoid account suspension.,spam
Your computer is infected! Call our helpline at 555-1234 for immediate assistance.,spam
Get access to exclusive content! Sign up now at http://promo.com.,spam
"Hi Jane,

Your appointment for May 10 has been confirmed. Please let us know if you need to reschedule.",legitimate
"Hi John,

Your flight reservation for Maldives on June 1 is confirmed.",legitimate
"Hi Alex,

Your order for headphones has been confirmed and is being processed.",legitimate
Huge sale! Get phone for a special price at http://offers.com.,spam
"Hello Emily,

I wanted to follow up on our conversation. Can we schedule a time to discuss this further?",legitimate
Exclusive investment opportunity! Double your money in 1 year. Visit http://example.com for details.,spam
Your loan application has been approved! Click [here](http://offers.com) to finalize the process.,spam
"Your invoice for $5,000 is attached. Please pay by June 1 to avoid late fees.",spam
"Dear Alex,

You have a pending renewal for gaming subscription. Please visit https://www.ibm.com to update your payment information.",legitimate
"Hi Jane,

Your flight reservation for Hawaii on May 10 is confirmed.",legitimate
"Hello Emily,

Your meeting with Emily is scheduled for June 1 at 9:00 AM.",legitimate
"Hello Emily,

Your account balance is $2,000.00. If you have any questions, please let us know.",legitimate
"Hi Alex,

Hope your week is going well! Let me know if you have any updates to share.",legitimate
"Hello Michael,

Your account balance is $500.00. If you have any questions, please let us know.",legitimate
Get access to exclusive content! Sign up now at http://promo.com.,spam
Discover the key to anti-aging! Order your trial kit now from http://offers.com.,spam
"Dear Emily,

Thank you for your support. We appreciate your business.",legitimate
"Hello Jane,

Your meeting with Michael is scheduled for May 10 at 11:00 AM.",legitimate
"Dear Michael,

You have a pending renewal for streaming service. Please visit https://www.amazon.com to update your payment information.",legitimate
Huge sale! Get laptop for a special price at http://example.com.,spam
"Dear Michael,

Just wanted to catch up and see how things are going on your end.",legitimate
"Exclusive offer just for you! Buy one camera, get one free! Click [here](http://example.com) to redeem.",spam
"Hello Emily,

We value your opinion! Please take a moment to fill out our survey on user experience.",legitimate
"Hi John,

Your appointment with Dr. Chen is set for August 5 at 9:00 AM. Please let us know if you have any questions.",legitimate
Exclusive investment opportunity! Double your money in 1 month. Visit http://example.com for details.,spam
"Exclusive offer just for you! Buy one smartwatch, get one free! Click [here](http://example.com) to redeem.",spam
Immediate job openings available! No experience required. Visit http://promo.com to apply.,spam
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://promo.com.,spam
"Receipt of payment received for camera. For more details, click [here](http://promo.com).",spam
"Hi John,

Your appointment for April 24 has been confirmed. Please let us know if you need to reschedule.",legitimate
"Hi Jane,

Your appointment for April 24 has been confirmed. Please let us know if you need to reschedule.",legitimate
Earn money from home! Learn how at http://example.com.,spam
System alert! Your account has been compromised. Secure it now at http://example.com.,spam
Unlock the secrets to rapid weight loss! Learn more at http://example.com.,spam
"Dear Emily,

Just wanted to catch up and see how things are going on your end.",legitimate
"Dear Jane,

Your flight to Maldives has been rescheduled. Your new departure date is June 1.",legitimate
You've been selected for a special offer! Buy phone now and get a 30% discount.,spam
"Dear Alex,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
"Dear Jane,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
"Congratulations! You've won a cash prize of $10,000. Contact us at offers@example.com to claim your prize.",spam
"Earn $1,000/hour working from home! Apply now at http://promo.com.",spam
You've won a lottery! Claim your prize by sending your details to promo@example.com.,spam
"Hello Michael,

Your account balance is $2,000.00. If you have any questions, please let us know.",legitimate
"Dear John,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
"Hi John,

Your flight reservation for Tokyo on July 15 is confirmed.",legitimate
You've been selected for a special offer! Buy phone now and get a 50% discount.,spam
"Hi Alex,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
"Hello Michael,

Thank you for your application. We'll get back to you shortly.",legitimate
You've won a lottery! Claim your prize by sending your details to promo@example.com.,spam
"Exclusive offer just for you! Buy one phone, get one free! Click [here](http://example.com) to redeem.",spam
You've been selected for a special offer! Buy phone now and get a 30% discount.,spam
You've won a lottery! Claim your prize by sending your details to promo@example.com.,spam
"Congratulations! You've won a cash prize of $5,000. Contact us at offers@example.com to claim your prize.",spam
Get the best deal! Renew your subscription now at http://example.com for exclusive benefits.,spam
Exclusive investment opportunity! Double your money in 3 months. Visit http://offers.com for details.,spam
You're the lucky winner of the EuroMillions lottery! Claim your prize now by visiting http://promo.com.,spam
Huge sale! Get 50%% off on camera! Shop now at http://offers.com.,spam
Immediate job openings available! No experience required. Visit http://promo.com to apply.,spam
"Hello John,

I wanted to follow up on our conversation. Can we schedule a time to discuss this further?",legitimate
Exclusive investment opportunity! Double your money in 1 month. Visit http://offers.com for details.,spam
"Dear John,

You have a pending renewal for gaming subscription. Please visit https://www.google.com to update your payment information.",legitimate
Get access to exclusive content! Sign up now at http://promo.com.,spam
Unlock the secrets to rapid weight loss! Learn more at http://example.com.,spam
Your loan application has been approved! Click [here](http://offers.com) to finalize the process.,spam
"Dear John,

Thank you for your support. We appreciate your business.",legitimate
"Hello Jane,

Your subscription will renew on May 10. If you have any questions, please contact us.",legitimate
Earn $500/hour working from home! Apply now at http://example.com.,spam
System alert! Your account has been compromised. Secure it now at http://example.com.,spam
"Hello Emily,

Your account balance is $500.00. If you have any questions, please let us know.",legitimate
"Dear John,

Your flight to New York has been rescheduled. Your new departure date is June 1.",legitimate
"Dear Jane,

Just wanted to catch up and see how things are going on your end.",legitimate
Your computer is infected! Call our helpline at 800-123-4567 for immediate assistance.,spam
Get the best deal! Renew your subscription now at http://promo.com for exclusive benefits.,spam
"Hello Jane,

Your subscription will renew on April 24. If you have any questions, please contact us.",legitimate
Discover the key to anti-aging! Order your trial kit now from http://promo.com.,spam
"Hi Michael,

Your flight reservation for Paris on July 15 is confirmed.",legitimate
"Hi John,

Your flight reservation for Maldives on April 24 is confirmed.",legitimate
"Dear John,

You have a pending renewal for streaming service. Please visit https://www.apple.com to update your payment information.",legitimate
"Dear Emily,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
"Hi John,

Let's schedule a meeting for April 24. Let me know if that works for you.",legitimate
"Hi John,

Your appointment with Dr. Chen is set for July 15 at 9:00 AM. Please let us know if you have any questions.",legitimate
"Dear Alex,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
"Receipt of payment received for smartwatch. For more details, click [here](http://example.com).",spam
Unlock the secrets to rapid weight loss! Learn more at http://offers.com.,spam
"Hi Michael,

Your flight reservation for New York on May 10 is confirmed.",legitimate
"Hello Alex,

I wanted to follow up on our conversation. Can we schedule a time to discuss this further?",legitimate
"Hello Emily,

Your meeting with Emily is scheduled for May 10 at 3:00 PM.",legitimate
"Earn $1,000/hour working from home! Apply now at http://promo.com.",spam
Your subscription will renew on April 24. Update your payment information at http://example.com.,spam
You've been selected for a special offer! Buy headphones now and get a 20% discount.,spam
Huge sale! Get camera for a special price at http://offers.com.,spam
Your account has been compromised! Reset your password at http://example.com.,spam
"Hi Jane,

Your hotel reservation at Hawaii has been confirmed. Check-in is at 11:00 AM.",legitimate
Alert! Suspicious activity detected in your account. Please verify your account information by clicking [here](http://offers.com).,spam
Your subscription will renew on May 10. Update your payment information at http://example.com.,spam
Huge sale! Get smartwatch for a special price at http://offers.com.,spam
Your account has been compromised! Reset your password at http://promo.com.,spam
"Hi John,

Your appointment with Dr. Jones is set for April 24 at 5:00 PM. Please let us know if you have any questions.",legitimate
"Hi Emily,

Let's schedule a meeting for May 10. Let me know if that works for you.",legitimate
"Hi Alex,

Hope your week is going well! Let me know if you have any updates to share.",legitimate
"Hi Jane,

Your subscription to music streaming will end on July 15. Renew now to continue enjoying our services!",legitimate
Your subscription will renew on July 15. Update your payment information at http://offers.com.,spam
Get access to exclusive content! Sign up now at http://example.com.,spam
"Hello Alex,

Thank you for your application. We'll get back to you shortly.",legitimate
"Hi Jane,

Your feedback helps us improve. Please rate our service at https://www.ibm.com.",legitimate
Huge sale! Get smartwatch for a special price at http://offers.com.,spam
"Exclusive offer just for you! Buy one headphones, get one free! Click [here](http://example.com) to redeem.",spam
"Dear Michael,

Thank you for your support. We appreciate your business.",legitimate
Limited-time offer: Get laptop for $99.99! Visit http://example.com to buy now.,spam
"Hello Jane,

Your subscription will renew on July 15. If you have any questions, please contact us.",legitimate
"Dear Emily,

Your flight to Hawaii has been rescheduled. Your new departure date is July 15.",legitimate
Exclusive investment opportunity! Double your money in 6 months. Visit http://promo.com for details.,spam
Get access to exclusive content! Sign up now at http://offers.com.,spam
"Hi Emily,

Your hotel reservation at Tokyo has been confirmed. Check-in is at 3:00 PM.",legitimate
"Hi Michael,

Your hotel reservation at Hawaii has been confirmed. Check-in is at 11:00 AM.",legitimate
"Dear John,

You have a pending renewal for streaming service. Please visit https://www.amazon.com to update your payment information.",legitimate
"Dear Jane,

Thank you for your support. We appreciate your business.",legitimate
"Hi Michael,

Hope your week is going well! Let me know if you have any updates to share.",legitimate
"Hi Jane,

Let's schedule a meeting for June 1. Let me know if that works for you.",legitimate
"Hi Michael,

Your appointment with Dr. Patel is set for June 1 at 11:00 AM. Please let us know if you have any questions.",legitimate
"Dear John,

Just wanted to catch up and see how things are going on your end.",legitimate
"Hi Alex,

Your hotel reservation at Maldives has been confirmed. Check-in is at 3:00 PM.",legitimate
Unlock the secrets to rapid weight loss! Learn more at http://example.com.,spam
"Hi Alex,

Let's schedule a meeting for June 1. Let me know if that works for you.",legitimate
Get access to exclusive content! Sign up now at http://promo.com.,spam
Discover the key to anti-aging! Order your trial kit now from http://example.com.,spam
You've been selected for a special offer! Buy camera now and get a 20% discount.,spam
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://promo.com.,spam
You've been selected for a special offer! Buy camera now and get a 20% discount.,spam
"Hi Michael,

Your appointment with Dr. Patel is set for April 24 at 3:00 PM. Please let us know if you have any questions.",legitimate
"Hello John,

Thank you for your application. We'll get back to you shortly.",legitimate
"Dear Michael,

You have a pending renewal for gaming subscription. Please visit https://www.microsoft.com to update your payment information.",legitimate
"Hi Jane,

Your appointment with Dr. Chen is set for June 1 at 9:00 AM. Please let us know if you have any questions.",legitimate
"Hi Jane,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
System alert! Your account has been compromised. Secure it now at http://offers.com.,spam
Immediate action required! Update your payment information at [this link](http://example.com) to avoid account suspension.,spam
System alert! Your account has been compromised. Secure it now at http://example.com.,spam
You've won a lottery! Claim your prize by sending your details to offers@example.com.,spam
"Congratulations! You've won a cash prize of $1,000. Contact us at offers@example.com to claim your prize.",spam
Huge sale! Get laptop for a special price at http://example.com.,spam
"Hi Alex,

Your subscription to streaming will end on August 5. Renew now to continue enjoying our services!",legitimate
"Hello Michael,

Your subscription will renew on April 24. If you have any questions, please contact us.",legitimate
"Get approved for a loan up to $50,000 with a low interest rate! Apply today at http://example.com.",spam
"Hello Alex,

I wanted to follow up on our conversation. Can we schedule a time to discuss this further?",legitimate
System alert! Your account has been compromised. Secure it now at http://promo.com.,spam
"Hello Michael,

We value your opinion! Please take a moment to fill out our survey on website design.",legitimate
Congratulations! You've won a free vacation to New York. Click here to claim your prize.,spam
"Dear John,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
Immediate job openings available! No experience required. Visit http://example.com to apply.,spam
"Hi Jane,

Your flight reservation for Maldives on July 15 is confirmed.",legitimate
Alert! Suspicious activity detected in your account. Please verify your account information by clicking [here](http://example.com).,spam
Discover the key to anti-aging! Order your trial kit now from http://offers.com.,spam
"Dear John,

Your flight to Maldives has been rescheduled. Your new departure date is July 15.",legitimate
"Dear Jane,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
"Hi Emily,

Your appointment with Dr. Chen is set for June 1 at 5:00 PM. Please let us know if you have any questions.",legitimate
"Hello Emily,

Your meeting with Robert is scheduled for August 5 at 3:00 PM.",legitimate
Your computer is infected! Call our helpline at 555-1234 for immediate assistance.,spam
Get high returns on your investment! Learn how at http://offers.com.,spam
Huge sale! Get phone for a special price at http://promo.com.,spam
"Get approved for a loan up to $50,000 with a low interest rate! Apply today at http://offers.com.",spam
Your subscription will renew on August 5. Update your payment information at http://example.com.,spam
Alert! Suspicious activity detected in your account. Please verify your account information by clicking [here](http://promo.com).,spam
"Hi Emily,

Your flight reservation for Maldives on April 24 is confirmed.",legitimate
Immediate action required! Update your payment information at [this link](http://promo.com) to avoid account suspension.,spam
"Hi Michael,

Your flight reservation for Tokyo on July 15 is confirmed.",legitimate
"Hi Jane,

Your feedback helps us improve. Please rate our service at https://www.amazon.com.",legitimate
"Hi John,

Your hotel reservation at New York has been confirmed. Check-in is at 11:00 AM.",legitimate
"Dear Alex,

Your recent order for laptop will arrive on May 10. Thank you for shopping with us!",legitimate
Your account has been compromised! Reset your password at http://offers.com.,spam
You've been selected for a special offer! Buy camera now and get a 30% discount.,spam
"Dear Emily,

Your flight to Tokyo has been rescheduled. Your new departure date is May 10.",legitimate
You're the lucky winner of the Powerball lottery! Claim your prize now by visiting http://promo.com.,spam
"Hi Jane,

Your appointment with Dr. Smith is set for July 15 at 6:30 PM. Please let us know if you have any questions.",legitimate
